"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Yu-Gi-Oh! Dungeon Dice Monsters","GBA","2001","Misc","0.42","0.16","0.15","0.01","0.74","0.0","0.0","0.0","0.0","0","0.24450685610441",""
"The Lord of the Rings: The Two Towers","GBA","2002","Action","0.53","0.2","0","0.01","0.74","0.0","0.0","0.0","0.0","0","0.24450685610441",""
"WarioWare: Twisted!","GBA","2004","Puzzle","0.16","0.06","0.5","0.02","0.74","0.0","0.0","0.0","0.0","0","0.24450685610441",""
"Sword of Mana","GBA","2003","Role-Playing","0.31","0.11","0.3","0.02","0.74","72.0","30.0","8.3","25.0","77.5","0.2412027094003",""
"Classic NES Series: Donkey Kong","GBA","2004","Platform","0.4","0.15","0.17","0.01","0.73","55.0","5.0","4.8","4.0","51.5","0.2412027094003",""
"Beyblade VForce: Ultimate Blader Jam","GBA","2003","Action","0.52","0.19","0","0.01","0.73","0.0","0.0","0.0","0.0","0","0.23789856269618",""
"Star Wars Episode III: Revenge of the Sith","GBA","2005","Action","0.52","0.19","0","0.01","0.72","73.0","3.0","7.5","2.0","74","0.23789856269618",""
"Kouchuu Ouja Mushi King","GBA","2005","Action","0","0","0.7","0.02","0.72","0.0","0.0","0.0","0.0","0","0.23789856269618",""
"Super Monkey Ball Jr.","GBA","2002","Puzzle","0.51","0.19","0","0.01","0.72","82.0","20.0","8.6","0.0","84","0.23459441599207",""
"Scooby-Doo 2: Monsters Unleashed","GBA","2004","Action","0.51","0.19","0","0.01","0.71","46.0","5.0","0.0","0.0","23","0.23129026928796",""
"F-14 Tomcat","GBA","2001","Action","0.5","0.19","0","0.01","0.7","67.0","8.0","0.0","0.0","33.5","0.23129026928796",""
"Advance Wars","GBA","2001","Strategy","0.5","0.19","0","0.01","0.7","92.0","28.0","9.0","95.0","91","0.23129026928796",""
"Classic NES Series: Zelda II: The Adventure of Link","GBA","2004","Adventure","0.37","0.14","0.17","0.01","0.7","73.0","8.0","7.5","39.0","74","0.23129026928796",""
"Disney's Chicken Little","GBA","2005","Platform","0.5","0.18","0","0.01","0.7","70.0","6.0","0.0","0.0","35","0.22798612258384",""
"Mario Pinball Land","GBA","2004","Misc","0.5","0.18","0","0.01","0.69","62.0","35.0","4.9","0.0","55.5","0.22468197587973",""
"Shark Tale","GBA","2004","Action","0.49","0.18","0","0.01","0.68","63.0","8.0","9.0","4.0","76.5","0.22137782917562",""
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","GBA","2005","Action","0.48","0.18","0","0.01","0.67","66.0","7.0","6.8","5.0","67","0.2180736824715",""
"Dragon Quest Monsters: Caravan Heart","GBA","2003","Role-Playing","0","0","0.64","0.02","0.66","0.0","0.0","0.0","0.0","0","0.2180736824715",""
"Strawberry Shortcake: Summertime Adventure","GBA","2004","Adventure","0.47","0.18","0","0.01","0.66","0.0","0.0","0.0","0.0","0","0.2180736824715",""
"Shrek: Hassle at the Castle","GBA","2002","Action","0.47","0.17","0","0.01","0.66","70.0","7.0","7.4","5.0","72","0.2180736824715",""
"Disney's Kim Possible 2: Drakken's Demise","GBA","2004","Platform","0.47","0.17","0","0.01","0.66","77.0","8.0","0.0","0.0","38.5","0.21476953576739",""
"Yoshi Topsy-Turvy","GBA","2004","Platform","0.25","0.09","0.3","0.01","0.65","60.0","23.0","6.6","5.0","63","0.21476953576739",""
"Cartoon Network Block Party / Cartoon Network Speedway Double Pack","GBA","2005","Misc","0.47","0.17","0","0.01","0.65","0.0","0.0","0.0","0.0","0","0.21476953576739",""
"Advance Wars 2: Black Hole Rising","GBA","2003","Strategy","0.47","0.17","0","0.01","0.65","89.0","34.0","9.4","97.0","91.5","0.21146538906328",""
"Crash Bandicoot Purple: Ripto's Rampage","GBA","2004","Platform","0.46","0.17","0","0.01","0.64","67.0","23.0","6.6","2.0","66.5","0.21146538906328",""
"Nicktoons Collection: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.46","0.17","0","0.01","0.64","0.0","0.0","0.0","0.0","0","0.21146538906328",""
"SpongeBob SquarePants: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.46","0.17","0","0.01","0.64","0.0","0.0","0.0","0.0","0","0.21146538906328",""
"Konami Collector's Series: Arcade Advanced","GBA","2002","Misc","0.46","0.17","0","0.01","0.64","78.0","0.0","0.0","0.0","39","0.20816124235916",""
"Dogz","GBA","2004","Simulation","0.45","0.17","0","0.01","0.63","0.0","0.0","0.0","0.0","0","0.20485709565505",""
"The Urbz: Sims in the City","GBA","2004","Simulation","0.37","0.22","0","0.03","0.62","72.0","6.0","9.2","25.0","82","0.20155294895093",""
"2 Games in 1: Sonic Battle & ChuChu Rocket!","GBA","2005","Misc","0.44","0.16","0","0.01","0.61","0.0","0.0","0.0","0.0","0","0.20155294895093",""
"Dora the Explorer: Super Spies","GBA","2004","Platform","0.44","0.16","0","0.01","0.61","0.0","0.0","8.0","5.0","40","0.20155294895093",""
"Texas Hold 'Em Poker","GBA","2004","Misc","0.44","0.16","0","0.01","0.61","49.0","7.0","6.8","6.0","58.5","0.20155294895093",""
"Final Fantasy IV Advance","GBA","2005","Role-Playing","0.27","0.1","0.22","0.01","0.61","85.0","30.0","7.3","70.0","79","0.20155294895093",""
"Madden NFL 2003","GBA","2002","Sports","0.44","0.16","0","0.01","0.61","76.0","5.0","0.0","0.0","38","0.20155294895093",""
"Harry Potter and the Goblet of Fire","GBA","2005","Action","0.44","0.16","0","0.01","0.61","70.0","9.0","6.0","8.0","65","0.20155294895093",""
"Dragon Ball Z: Buu's Fury","GBA","2004","Action","0.44","0.16","0","0.01","0.61","62.0","9.0","8.9","39.0","75.5","0.20155294895093",""
"Spider-Man: Mysterio's Menace","GBA","2001","Action","0.43","0.16","0","0.01","0.61","84.0","8.0","8.7","0.0","85.5","0.20155294895093",""
"Game & Watch Gallery 4","GBA","2002","Misc","0.43","0.16","0","0.01","0.61","0.0","0.0","0.0","0.0","0","0.19824880224682",""
"Tony Hawk's Underground","GBA","2003","Sports","0.43","0.16","0","0.01","0.6","86.0","9.0","7.7","9.0","81.5","0.19824880224682",""
"Monster Trucks","GBA","2004","Racing","0.43","0.16","0","0.01","0.6","0.0","0.0","0.0","0.0","0","0.19494465554271",""
"Harvest Moon: Friends of Mineral Town","GBA","2003","Simulation","0.34","0.13","0.11","0.01","0.59","80.0","25.0","9.6","6.0","88","0.19164050883859",""
"Shrek 2: Beg for Mercy","GBA","2004","Adventure","0.42","0.15","0","0.01","0.58","0.0","0.0","0.0","0.0","0","0.18833636213448",""
"Tony Hawk's Pro Skater 4","GBA","2002","Sports","0.41","0.15","0","0.01","0.57","85.0","3.0","8.8","4.0","86.5","0.18833636213448",""
"Spyro Orange: The Cortex Conspiracy","GBA","2004","Action","0.41","0.15","0","0.01","0.57","60.0","25.0","7.0","2.0","65","0.18503221543037",""
"The Incredible Hulk","GBA","2003","Action","0.4","0.15","0","0.01","0.56","0.0","0.0","0.0","0.0","0","0.18503221543037",""
"Ms. Pac-Man Maze Madness","GBA","2004","Puzzle","0.4","0.15","0","0.01","0.56","0.0","0.0","0.0","0.0","0","0.18503221543037",""
"The Lord of the Rings: The Return of the King","GBA","2003","Action","0.4","0.15","0","0.01","0.56","77.0","3.0","8.2","0.0","79.5","0.18503221543037",""
"Classic NES Series: Dr. Mario","GBA","2004","Puzzle","0.31","0.11","0.13","0.01","0.56","66.0","0.0","7.5","6.0","70.5","0.18503221543037",""
"Yu-Gi-Oh! World Championship Tournament 2004","GBA","2004","Misc","0.4","0.15","0","0.01","0.56","0.0","0.0","0.0","0.0","0","0.18503221543037",""
"Backyard NFL Football","GBA","2002","Sports","0.4","0.15","0","0.01","0.56","0.0","0.0","0.0","0.0","0","0.18503221543037",""
"Barbie Groovy Games","GBA","2002","Misc","0.4","0.15","0","0.01","0.56","47.0","5.0","7.0","4.0","58.5","0.18503221543037",""
"Yu-Gi-Oh! Reshef of Destruction","GBA","2003","Strategy","0.4","0.15","0","0.01","0.56","0.0","0.0","0.0","0.0","0","0.18172806872625",""
"Mega Man Zero","GBA","2002","Platform","0.22","0.08","0.24","0.01","0.55","82.0","7.0","8.9","30.0","85.5","0.18172806872625",""
"SpongeBob SquarePants: SuperSponge","GBA","2001","Action","0.39","0.15","0","0.01","0.55","0.0","0.0","0.0","0.0","0","0.18172806872625",""
"Tak and the Power of Juju","GBA","2003","Platform","0.39","0.15","0","0.01","0.55","79.0","28.0","9.2","9.0","85.5","0.17842392202214",""
"The Fairly Odd Parents: Breakin' Da Rules","GBA","2003","Platform","0.39","0.14","0","0.01","0.54","0.0","0.0","0.0","0.0","0","0.17842392202214",""
"Bratz: Rock Angelz","GBA","2004","Misc","0.39","0.14","0","0.01","0.54","0.0","0.0","0.0","0.0","0","0.17511977531802",""
"SpongeBob SquarePants: Game Boy Advance Video Volume 2","GBA","2004","Misc","0.38","0.14","0","0.01","0.53","0.0","0.0","0.0","0.0","0","0.17181562861391",""
"Mario Tennis: Power Tour","GBA","2005","Sports","0.24","0.09","0.19","0.01","0.52","80.0","20.0","8.0","25.0","80","0.17181562861391",""
"That's So Raven 2: Supernatural Style","GBA","2005","Adventure","0.37","0.14","0","0.01","0.52","52.0","5.0","0.0","0.0","26","0.17181562861391",""
"Tony Hawk's Pro Skater 3","GBA","2002","Sports","0.37","0.14","0","0.01","0.52","90.0","20.0","8.0","6.0","85","0.17181562861391",""
"Harry Potter and the Prisoner of Azkaban","GBA","2004","Action","0.37","0.14","0","0.01","0.52","69.0","0.0","8.0","2.0","74.5","0.1685114819098",""
"SpongeBob SquarePants: Lights, Camera, Pants!","GBA","2005","Misc","0.37","0.14","0","0.01","0.51","0.0","0.0","0.0","0.0","0","0.1685114819098",""
"Disney's Kim Possible: Revenge of Monkey Fist","GBA","2002","Platform","0.37","0.14","0","0.01","0.51","62.0","4.0","8.8","8.0","75","0.1685114819098",""
"Dragon Ball Z: Supersonic Warriors","GBA","2004","Fighting","0.36","0.13","0","0.01","0.51","73.0","26.0","7.0","20.0","71.5","0.16520733520568",""
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","GBA","2004","Action","0.36","0.13","0","0.01","0.5","56.0","4.0","0.0","0.0","28","0.16520733520568",""
"Tactics Ogre: The Knight of Lodis","GBA","2001","Role-Playing","0.13","0.05","0.31","0.01","0.5","88.0","20.0","9.0","26.0","89","0.16520733520568",""
"Rayman Advance","GBA","2001","Platform","0.36","0.13","0","0.01","0.5","84.0","7.0","8.4","6.0","84","0.16190318850157",""
"Tony Hawk's Underground 2","GBA","2004","Sports","0.35","0.13","0","0.01","0.49","70.0","4.0","0.0","0.0","35","0.16190318850157",""
"Power Rangers: Dino Thunder","GBA","2003","Action","0.35","0.13","0","0.01","0.49","49.0","5.0","0.0","0.0","24.5","0.15859904179746",""
"Madagascar: Operation Penguin","GBA","2005","Action","0.35","0.13","0","0.01","0.48","0.0","0.0","0.0","0.0","0","0.15859904179746",""
"Need for Speed: Porsche Unleashed","GBA","2004","Racing","0.35","0.13","0","0.01","0.48","62.0","4.0","7.8","8.0","70","0.15859904179746",""
"Midnight Club: Street Racing","GBA","2001","Racing","0.34","0.13","0","0.01","0.48","50.0","5.0","5.3","6.0","51.5","0.15529489509334",""
"Densetsu no Stafi","GBA","2002","Platform","0","0","0.46","0.01","0.47","0.0","0.0","0.0","0.0","0","0.15529489509334",""
"Pirates of the Caribbean: Dead Man's Chest","GBA","2006","Adventure","0.33","0.12","0","0.01","0.47","70.0","8.0","5.6","5.0","63","0.15529489509334",""
"Kong: The 8th Wonder of the World","GBA","2005","Action","0.33","0.12","0","0.01","0.47","59.0","8.0","0.0","0.0","29.5","0.15199074838923",""
"Iridion 3D","GBA","2001","Shooter","0.33","0.12","0","0.01","0.46","53.0","5.0","0.0","0.0","26.5","0.15199074838923",""
"Classic NES Series: Pac-Man","GBA","2004","Puzzle","0.25","0.09","0.12","0.01","0.46","53.0","3.0","0.0","0.0","26.5","0.15199074838923",""
"Dragon Ball Z: Collectible Card Game","GBA","2002","Misc","0.33","0.12","0","0.01","0.46","62.0","4.0","5.5","4.0","58.5","0.15199074838923",""
"Disney's Kim Possible 3: Team Possible","GBA","2005","Platform","0.33","0.12","0","0.01","0.46","76.0","6.0","7.7","6.0","76.5","0.15199074838923",""
"Stuart Little 2","GBA","2002","Platform","0.33","0.12","0","0.01","0.46","59.0","0.0","0.0","0.0","29.5","0.15199074838923",""
"Tak 2: The Staff of Dreams","GBA","2004","Platform","0.33","0.12","0","0.01","0.46","45.0","5.0","0.0","0.0","22.5","0.15199074838923",""
"Scooby-Doo","GBA","2001","Platform","0.33","0.12","0","0.01","0.46","64.0","5.0","0.0","0.0","32","0.15199074838923",""
"Rugrats: Castle Capers","GBA","2001","Action","0.33","0.12","0","0.01","0.46","0.0","0.0","0.0","0.0","0","0.15199074838923",""
"Crash Nitro Kart","GBA","2003","Racing","0.33","0.12","0","0.01","0.46","77.0","6.0","8.3","2.0","80","0.15199074838923",""
"Mother 1+2","GBA","2003","Role-Playing","0","0","0.45","0.01","0.46","0.0","0.0","0.0","0.0","0","0.14868660168512",""
"2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild","GBA","2005","Platform","0.33","0.12","0","0.01","0.45","0.0","0.0","0.0","0.0","0","0.14868660168512",""
"Yu-Gi-Oh! Destiny Board Traveler","GBA","2004","Misc","0.32","0.12","0","0.01","0.45","0.0","0.0","0.0","0.0","0","0.14868660168512",""
"Tekken Advance","GBA","2001","Fighting","0.32","0.12","0","0.01","0.45","82.0","4.0","8.2","3.0","82","0.14868660168512",""
"Hot Wheels: Stunt Track Challenge","GBA","2004","Racing","0.32","0.12","0","0.01","0.45","0.0","0.0","0.0","0.0","0","0.14868660168512",""
"Mario Golf: Advance Tour","GBA","2004","Sports","0.32","0.12","0","0.01","0.45","84.0","38.0","8.6","4.0","85","0.145382454981",""
"Densetsu no Stafi 2","GBA","2003","Platform","0","0","0.43","0.01","0.44","0.0","0.0","0.0","0.0","0","0.145382454981",""
"Scooby-Doo! Mystery Mayhem","GBA","2003","Action","0.31","0.12","0","0.01","0.44","53.0","6.0","0.0","0.0","26.5","0.145382454981",""
"Battlebots: Design & Destroy","GBA","2003","Action","0.31","0.12","0","0.01","0.44","0.0","0.0","0.0","0.0","0","0.145382454981",""
"Power Rangers: S.P.D.","GBA","2004","Action","0.31","0.12","0","0.01","0.44","0.0","0.0","0.0","0.0","0","0.14207830827689",""
"Classic NES Series: Metroid","GBA","2004","Adventure","0.26","0.1","0.07","0.01","0.43","58.0","9.0","8.6","8.0","72","0.14207830827689",""
"Need for Speed Underground 2","GBA","2004","Racing","0.31","0.12","0","0.01","0.43","72.0","8.0","8.2","3.0","77","0.14207830827689",""
"Flight Control Rocket","GBA","2005","Simulation","0.31","0.12","0","0.01","0.43","0.0","0.0","0.0","0.0","0","0.14207830827689",""
"The Powerpuff Girls: Him and Seek","GBA","2002","Platform","0.31","0.11","0","0.01","0.43","0.0","0.0","0.0","0.0","0","0.14207830827689",""
"Mega Man Zero 2","GBA","2003","Platform","0.18","0.07","0.17","0.01","0.43","80.0","7.0","8.6","8.0","83","0.14207830827689",""
"The Fairly Odd Parents: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.31","0.11","0","0.01","0.43","0.0","0.0","0.0","0.0","0","0.14207830827689",""
"Backyard Baseball","GBA","2002","Sports","0.31","0.11","0","0.01","0.43","0.0","0.0","0.0","0.0","0","0.13877416157277",""
"Mega Man Battle Network","GBA","2001","Role-Playing","0.14","0.05","0.22","0.01","0.42","79.0","0.0","8.9","24.0","84","0.13877416157277",""
"Famicom Mini: Super Mario Bros. 2","GBA","2004","Platform","0","0","0.41","0.01","0.42","0.0","0.0","0.0","0.0","0","0.13877416157277",""
"Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005","GBA","2005","Misc","0.3","0.11","0","0.01","0.42","0.0","0.0","0.0","0.0","0","0.13877416157277",""
"Star Wars Trilogy: Apprentice of the Force","GBA","2004","Action","0.3","0.11","0","0.01","0.42","60.0","20.0","0.0","0.0","30","0.13877416157277",""
"Lemony Snicket's A Series of Unfortunate Events","GBA","2004","Platform","0.3","0.11","0","0.01","0.42","72.0","8.0","8.0","4.0","76","0.13877416157277",""
"The Fairly Odd Parents: Game Boy Advance Video Volume 2","GBA","2004","Misc","0.3","0.11","0","0.01","0.42","0.0","0.0","0.0","0.0","0","0.13877416157277",""
"Jimmy Neutron: Boy Genius","GBA","2001","Platform","0.3","0.11","0","0.01","0.42","0.0","0.0","0.0","0.0","0","0.13547001486866",""
"Dexter's Laboratory Deesaster Strikes","GBA","2001","Adventure","0.3","0.11","0","0.01","0.41","0.0","0.0","0.0","0.0","0","0.13547001486866",""
"Scooby-Doo and the Cyber Chase","GBA","2001","Adventure","0.3","0.11","0","0.01","0.41","0.0","0.0","0.0","0.0","0","0.13547001486866",""
"Yu-Gi-Oh! The Eternal Duelist Soul (JP sales)","GBA","2001","Misc","0","0","0.4","0.01","0.41","0.0","0.0","0.0","0.0","0","0.13216586816455",""
"The Incredibles: Rise of the Underminer","GBA","2005","Action","0.29","0.11","0","0.01","0.4","0.0","0.0","0.0","0.0","0","0.13216586816455",""
"Rocket Power: Dream Scheme","GBA","2001","Action","0.29","0.11","0","0.01","0.4","0.0","0.0","0.0","0.0","0","0.13216586816455",""
"Mother 3","GBA","2006","Role-Playing","0","0","0.39","0.01","0.4","0.0","0.0","0.0","0.0","0","0.13216586816455",""
"Nicktoons: Freeze Frame Frenzy","GBA","2004","Action","0.29","0.11","0","0.01","0.4","53.0","4.0","0.0","0.0","26.5","0.12886172146043",""
"Disney's Brother Bear","GBA","2003","Action","0.28","0.1","0","0.01","0.39","0.0","0.0","0.0","0.0","0","0.12886172146043",""
"Fire Emblem: Fuuin no Tsurugi","GBA","2002","Role-Playing","0","0","0.39","0","0.39","0.0","0.0","0.0","0.0","0","0.12886172146043",""
"Madden NFL 2005","GBA","2004","Sports","0.28","0.1","0","0.01","0.39","79.0","9.0","7.6","5.0","77.5","0.12886172146043",""
"The Sims 2","GBA","2005","Simulation","0.28","0.1","0","0.01","0.39","58.0","0.0","7.5","6.0","66.5","0.12886172146043",""
"Harry Potter: Quidditch World Cup","GBA","2003","Sports","0.28","0.1","0","0.01","0.39","53.0","6.0","8.3","9.0","68","0.12555757475632",""
"The Cat in the Hat","GBA","2005","Platform","0.27","0.1","0","0.01","0.38","0.0","0.0","0.0","0.0","0","0.12555757475632",""
"Ice Age","GBA","2002","Action","0.27","0.1","0","0.01","0.38","47.0","0.0","0.0","0.0","23.5","0.12555757475632",""
"Lilo & Stitch 2: HÃ¤msterviel Havoc","GBA","2004","Action","0.27","0.1","0","0.01","0.38","0.0","0.0","0.0","0.0","0","0.12225342805221",""
"Barbie Horse Adventures: Blue Ribbon Race","GBA","2003","Sports","0.26","0.1","0","0.01","0.37","0.0","0.0","0.0","0.0","0","0.12225342805221",""
"Slime MoriMori Dragon Quest: Shougeki No Shippo Dan","GBA","2003","Adventure","0","0","0.36","0.01","0.37","0.0","0.0","0.0","0.0","0","0.11894928134809",""
"Hamtaro: Ham-Ham Heartbreak","GBA","2002","Action","0.26","0.1","0","0.01","0.36","72.0","7.0","9.3","8.0","82.5","0.11894928134809",""
"Cubix Robots for Everyone: Clash 'n' Bash","GBA","2003","Action","0.26","0.1","0","0.01","0.36","0.0","0.0","0.0","0.0","0","0.11894928134809",""
"Shaun Palmer's Pro Snowboarder","GBA","2001","Sports","0.26","0.1","0","0.01","0.36","58.0","7.0","0.0","0.0","29","0.11894928134809",""
"Hamster Club 3","GBA","2002","Simulation","0","0","0.35","0.01","0.36","0.0","0.0","0.0","0.0","0","0.11894928134809",""
"Super Robot Taisen A","GBA","2001","Strategy","0","0","0.35","0.01","0.36","0.0","0.0","0.0","0.0","0","0.11564513464398",""
"Backyard Baseball 2006","GBA","2005","Sports","0.25","0.09","0","0.01","0.35","0.0","0.0","0.0","0.0","0","0.11564513464398",""
"Disney's Tarzan: Return to the Jungle","GBA","2002","Action","0.25","0.09","0","0.01","0.35","68.0","8.0","0.0","0.0","34","0.11564513464398",""
"Star Wars: Flight of the Falcon","GBA","2003","Action","0.25","0.09","0","0.01","0.35","39.0","3.0","5.8","0.0","48.5","0.11564513464398",""
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","GBA","2003","Action","0.25","0.09","0","0.01","0.35","0.0","0.0","0.0","0.0","0","0.11234098793987",""
"Risk / Battleship / Clue","GBA","2005","Misc","0.25","0.09","0","0.01","0.34","0.0","0.0","0.0","0.0","0","0.11234098793987",""
"The Wild Thornberrys Movie","GBA","2002","Platform","0.25","0.09","0","0.01","0.34","0.0","0.0","0.0","0.0","0","0.11234098793987",""
"Classic NES Series: Ice Climber","GBA","2004","Platform","0.1","0.04","0.2","0.01","0.34","66.0","2.0","0.0","0.0","33","0.11234098793987",""
"Driver 2 Advance","GBA","2002","Action","0.25","0.09","0","0.01","0.34","73.0","9.0","6.6","4.0","69.5","0.11234098793987",""
"The Fairly Odd Parents: Shadow Showdown","GBA","2004","Platform","0.25","0.09","0","0.01","0.34","0.0","0.0","0.0","0.0","0","0.11234098793987",""
"Herbie: Fully Loaded","GBA","2005","Racing","0.24","0.09","0","0.01","0.34","47.0","9.0","6.8","4.0","57.5","0.10903684123575",""
"Banjo-Kazooie: Grunty's Revenge","GBA","2003","Platform","0.24","0.09","0","0.01","0.33","72.0","20.0","8.0","8.0","76","0.10903684123575",""
"Shrek SuperSlam","GBA","2005","Action","0.24","0.09","0","0.01","0.33","58.0","4.0","0.0","0.0","29","0.10903684123575",""
"Classic NES Series: Castlevania","GBA","2004","Platform","0.17","0.06","0.09","0.01","0.33","74.0","0.0","8.6","2.0","80","0.10903684123575",""
"GT Advance Championship Racing","GBA","2001","Racing","0.24","0.09","0","0.01","0.33","82.0","0.0","0.0","0.0","41","0.10903684123575",""
"Spy Kids 3-D: Game Over","GBA","2003","Platform","0.24","0.09","0","0.01","0.33","62.0","4.0","7.7","6.0","69.5","0.10903684123575",""
"Power Rangers: Ninja Storm","GBA","2003","Misc","0.24","0.09","0","0.01","0.33","55.0","4.0","7.8","6.0","66.5","0.10903684123575",""
"Dr. Mario / Puzzle League","GBA","2005","Puzzle","0.12","0.04","0.16","0.01","0.33","74.0","4.0","0.0","0.0","37","0.10573269453164",""
"Teenage Mutant Ninja Turtles 2: Battle Nexus","GBA","2004","Action","0.23","0.09","0","0.01","0.32","65.0","9.0","0.0","0.0","32.5","0.10573269453164",""
"Fortress","GBA","2001","Action","0.23","0.08","0","0.01","0.32","64.0","5.0","0.0","0.0","32","0.10573269453164",""
"Cartoon Network Collection: Game Boy Advance Video Platinum Edition","GBA","2005","Misc","0.23","0.08","0","0.01","0.32","0.0","0.0","0.0","0.0","0","0.10573269453164",""
"SpongeBob SquarePants: Double Pack","GBA","2005","Platform","0.23","0.08","0","0.01","0.32","0.0","0.0","0.0","0.0","0","0.10573269453164",""
"Ed, Edd n Eddy: Jawbreakers!","GBA","2002","Adventure","0.23","0.08","0","0.01","0.32","0.0","0.0","0.0","0.0","0","0.10573269453164",""
"Sega Smash Pack","GBA","2002","Misc","0.23","0.08","0","0.01","0.32","60.0","4.0","0.0","0.0","30","0.10573269453164",""
"Madden NFL 2002","GBA","2001","Sports","0.23","0.08","0","0.01","0.32","0.0","0.0","0.0","0.0","0","0.10242854782752",""
"Madden NFL 2004","GBA","2003","Sports","0.22","0.08","0","0.01","0.31","70.0","9.0","6.6","5.0","68","0.10242854782752",""
"2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","GBA","2005","Action","0.22","0.08","0","0.01","0.31","0.0","0.0","0.0","0.0","0","0.10242854782752",""
"Mega Man Battle Network 2","GBA","2002","Action","0.22","0.08","0","0.01","0.31","80.0","5.0","9.0","20.0","85","0.10242854782752",""
"KuruKuru Kururin","GBA","2001","Puzzle","0","0","0.3","0.01","0.31","0.0","0.0","0.0","0.0","0","0.09912440112341",""
"Ultimate Spider-Man","GBA","2005","Action","0.22","0.08","0","0.01","0.3","62.0","4.0","7.3","2.0","67.5","0.09912440112341",""
"Shrek Swamp Kart Speedway","GBA","2002","Racing","0.22","0.08","0","0.01","0.3","27.0","5.0","8.9","9.0","58","0.09912440112341",""
"Spyro: Attack of the Rhynocs","GBA","2003","Platform","0.22","0.08","0","0.01","0.3","72.0","3.0","7.5","5.0","73.5","0.09912440112341",""
"Lizzie McGuire 3: Homecoming Havoc","GBA","2005","Platform","0.22","0.08","0","0.01","0.3","59.0","6.0","0.0","0.0","29.5","0.09912440112341",""
"Charlie and the Chocolate Factory","GBA","2005","Adventure","0.22","0.08","0","0.01","0.3","36.0","5.0","3.8","6.0","37","0.09912440112341",""
"Rhythm Tengoku","GBA","2006","Misc","0","0","0.3","0.01","0.3","0.0","0.0","0.0","0.0","0","0.09912440112341",""
"Crazy Taxi: Catch a Ride","GBA","2003","Racing","0.21","0.08","0","0.01","0.3","48.0","4.0","5.9","8.0","53.5","0.09912440112341",""
"Yu Yu Hakusho Ghost Files: Spirit Detective","GBA","2003","Action","0.21","0.08","0","0.01","0.3","0.0","0.0","0.0","0.0","0","0.09912440112341",""
"Power Pro Kun Pocket 6","GBA","2003","Sports","0","0","0.29","0.01","0.3","0.0","0.0","0.0","0.0","0","0.09912440112341",""
"Finding Nemo: The Continuing Adventures","GBA","2004","Action","0.21","0.08","0","0.01","0.3","0.0","0.0","0.0","0.0","0","0.09912440112341",""
"Spirit: Stallion of the Cimarron","GBA","2002","Platform","0.21","0.08","0","0.01","0.3","46.0","5.0","0.0","0.0","23","0.095820254419297",""
"Need for Speed Underground","GBA","2003","Racing","0.21","0.08","0","0.01","0.29","77.0","9.0","8.2","25.0","79.5","0.095820254419297",""
"Power Pro Kun Pocket 4","GBA","2002","Sports","0","0","0.29","0.01","0.29","0.0","0.0","0.0","0.0","0","0.095820254419297",""
"Hamster Club 4: Shigessa Daidassou","GBA","2003","Simulation","0","0","0.28","0.01","0.29","0.0","0.0","0.0","0.0","0","0.095820254419297",""
"Duel Masters: Sempai Legends","GBA","2003","Misc","0.21","0.08","0","0.01","0.29","69.0","9.0","8.0","5.0","74.5","0.095820254419297",""
"Earthworm Jim","GBA","2001","Platform","0.2","0.08","0","0.01","0.29","72.0","0.0","5.7","6.0","64.5","0.095820254419297",""
"Tales of Phantasia","GBA","2003","Role-Playing","0.08","0.03","0.17","0.01","0.29","76.0","29.0","8.0","24.0","78","0.092516107715183",""
"Disney's Extreme Skate Adventure","GBA","2003","Sports","0.2","0.08","0","0.01","0.28","70.0","6.0","0.0","0.0","35","0.092516107715183",""
"Dragon Ball GT: Transformation","GBA","2005","Action","0.2","0.08","0","0.01","0.28","69.0","2.0","8.2","26.0","75.5","0.092516107715183",""
"Yu-Gi-Oh! Double Pack","GBA","2006","Role-Playing","0.2","0.08","0","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
"X-Men: Reign of Apocalypse","GBA","2001","Action","0.2","0.08","0","0.01","0.28","60.0","0.0","0.0","0.0","30","0.092516107715183",""
"Fantastic 4: Flame On","GBA","2005","Action","0.2","0.08","0","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
"F/A-18F Super Hornet","GBA","2004","Simulation","0.2","0.08","0","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
"Final Fantasy VI Advance","GBA","2006","Role-Playing","0","0","0.28","0.01","0.28","92.0","25.0","8.4","90.0","88","0.092516107715183",""
"Godzilla: Domination!","GBA","2002","Fighting","0.2","0.07","0","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
